,Subject_all,MeanMVC_all,StrideTime_all,WalkingAmp_all,NumberofBursts_all,Autocov IQR,Dom Freq Val,Dom Freq Ratio,Spectral Entropy,Mean Cross Rate,RMS,Signal Entropy,Signal Kurtosis,Signal Mean,Signal Mean Absolute,Signal Range
10,1,0.000304367739011502,1.08074331283569,3.86396418569014e-05,2,0.15723664737342735,0.0021471804133751547,0.7258640152942357,0.6742540413399152,0.054249547920433995,4.0942601188126817e-05,-9.401259183072016,11.778681888448011,3.510666895974917e-05,3.510666895974917e-05,0.00026481234831979733
11,1,0.000304367739011502,1.03850030899048,3.02562217137685e-05,4,0.29210437240731624,0.002779158457465319,0.7836423508036132,0.5540649582716093,0.03195488721804511,2.316033144434808e-05,-9.669467473563579,2.028025592179219,2.8726986749001263e-05,2.8726986749001263e-05,0.00010981598922549044
12,1,0.000304367739011502,1.1088068485259999,2.8711769227352398e-05,1,0.11924244339198603,0.002874478745922917,0.7706915332857784,0.5946948128162424,0.047619047619047616,2.381175059153358e-05,-9.668761626738371,8.20243131250157,2.892274175327833e-05,2.892274175327833e-05,0.00016116653871600472
13,1,0.000304367739011502,1.03551340103149,3.09683192938394e-05,2,0.15815932702638677,0.002059136066347769,0.6802618128799068,0.6636134938792048,0.02448210922787194,3.2889878999150264e-05,-9.728351951911499,4.601558878641196,3.0500149378965644e-05,3.0500149378965644e-05,0.00015780843351014903
14,1,0.000304367739011502,1.09779334068298,3.7394223945623996e-05,2,0.09115641801294946,0.002506910889701465,0.6964310573459818,0.6103870199029744,0.05693950177935943,3.407014909950349e-05,-9.419220160158163,5.479583060079445,3.540734210462106e-05,3.540734210462106e-05,0.00019686480788341237
15,1,0.000304367739011502,1.0484805107116701,3.14426561786391e-05,1,0.1623076927935171,0.0026105106863128762,0.7908416530583622,0.5657830954384454,0.040968342644320296,2.7251856023374198e-05,-9.543211017246827,5.292777177077715,3.122306312488289e-05,3.122306312488289e-05,0.0001675136590744347
16,1,0.000304367739011502,1.0522882938384999,4.00549916994868e-05,3,0.12278529415280222,0.0021345937888134483,0.8078405161875154,0.6263962641218395,0.02973977695167286,3.849965067345725e-05,-9.383871136336998,3.822578291642947,3.568405195197947e-05,3.568405195197947e-05,0.00020301369098074334
17,1,0.000304367739011502,1.10403513908386,3.5477569191346e-05,3,0.19018904786193647,0.002413101752405017,0.7711440934678668,0.6333128245068034,0.03356890459363958,3.317894491406826e-05,-9.47579405671693,7.137006486531856,3.47001880210153e-05,3.47001880210153e-05,0.00021038672280345328
18,1,0.000304367739011502,1.09451794624329,3.6733918733797205e-05,2,0.0700600765038065,0.0019701845850614063,0.7414322263213217,0.6684967709503781,0.02142857142857143,4.313958944642186e-05,-9.637196902997378,7.408323498919195,3.5461506339489296e-05,3.5461506339489296e-05,0.00024323656859575783
19,1,0.000304367739011502,1.1367387771606399,2.77450047693784e-05,4,0.11837199423961056,0.00264131156984879,0.817016736066005,0.5868739413141912,0.03436426116838488,2.4538560506990662e-05,-9.811032877181727,9.331023207371842,2.640498521277654e-05,2.640498521277654e-05,0.00017109763297229967
20,1,0.000304367739011502,1.00250053405762,4.10672379769211e-05,3,0.16980514114219616,0.0020846091294985524,0.6569272241914128,0.6780472383860332,0.042884990253411304,3.822262378761523e-05,-9.318664718451632,6.424545207428189,3.769728969130244e-05,3.769728969130244e-05,0.00021604564222150435
21,1,0.000304367739011502,1.1639316082000701,3.23374573388948e-05,4,0.22377370637100966,0.003133398421552632,0.8331117836204944,0.539440741178854,0.04865771812080537,2.4665670917723896e-05,-9.548969324819959,1.5731222899899224,3.0288592371792442e-05,3.0288592371792442e-05,0.00012383100922778886
22,1,0.000304367739011502,1.0627157688140898,3.24528708818463e-05,4,0.14215583923008585,0.002815126637086267,0.6783488968525657,0.6290995744699961,0.051470588235294115,3.5345226046292125e-05,-9.385216769792214,16.97932696919705,3.452822170939711e-05,3.452822170939711e-05,0.0003004090114391729
23,1,0.000304367739011502,1.01931166648865,4.3293464798931704e-05,3,0.16326991046299388,0.0016850867350828662,0.6920694371975896,0.7255460490724654,0.0210727969348659,5.3867560946147636e-05,-9.415100590818083,9.456134681905718,3.865698422572535e-05,3.865698422572535e-05,0.0003228651368698732
24,1,0.000304367739011502,1.03314065933228,2.78552422731159e-05,3,0.23829642462255923,0.0026568100027603713,0.835879828158342,0.5545066536915952,0.054820415879017016,2.0626646285632482e-05,-9.83991312246714,8.014380328985762,2.4677675350503312e-05,2.4677675350503312e-05,0.0001280291398488624
25,1,0.000304367739011502,1.07068347930908,3.22856701927744e-05,5,0.18324728910445673,0.002397362607759218,0.7733533299054922,0.592560067992548,0.032846715328467155,2.9038399784006937e-05,-9.658172537524097,3.646943400885964,3.067900480638481e-05,3.067900480638481e-05,0.00014061290219026415
26,1,0.000304367739011502,1.06009292602539,4.12309154612142e-05,2,0.24848325273968047,0.0022963549550985693,0.7717002930438009,0.598363155543438,0.029465930018416207,4.054647007011823e-05,-9.33118394098934,2.1972519619853763,4.0135427187135134e-05,4.0135427187135134e-05,0.00018908168276435413
27,1,0.000304367739011502,1.0889749526977501,3.7506454922012295e-05,2,0.17013854858801705,0.0025876590686096756,0.8335403040537308,0.5706500343683953,0.043010752688172046,3.145387589808191e-05,-9.38821607890327,2.334197525155311,3.6508484664525856e-05,3.6508484664525856e-05,0.000160226347467097
28,1,0.000304367739011502,1.0850784778595,3.18842234211959e-05,3,0.14354895411421975,0.002314193536150986,0.8127937637876459,0.6222018855215139,0.043243243243243246,2.952773819205979e-05,-9.604735654358011,5.8368372823102455,2.8930300066755412e-05,2.8930300066755412e-05,0.00016787615151237092
29,1,0.000304367739011502,1.09224128723145,3.8210508536456104e-05,4,0.29587121301455294,0.0026543720194845202,0.8184802280199234,0.5584191105732181,0.044722719141323794,2.951271027612973e-05,-9.433819920181499,5.1975610212377354,3.3491349145377684e-05,3.3491349145377684e-05,0.00017883782673068196
30,1,0.000304367739011502,1.082279920578,3.6577140768373296e-05,3,0.131216918872234,0.0023376062572606424,0.8276960179209563,0.5998967937891793,0.036036036036036036,3.281236324649064e-05,-9.46342271806955,5.863194510191004,3.304756865686766e-05,3.304756865686766e-05,0.00020573910039627333
31,1,0.000304367739011502,1.08318877220154,3.40009488838426e-05,5,0.14873769263682612,0.002160290195455115,0.7891951141692699,0.6392049793181778,0.04332129963898917,3.5729473503108734e-05,-9.598370393394752,6.201214056173702,3.2087974733411755e-05,3.2087974733411755e-05,0.00020068577793138512
32,1,0.000304367739011502,1.1110558509826698,3.8774564665027794e-05,3,0.1593732016465355,0.0028261338319962655,0.7832324437528869,0.579559583055644,0.0421792618629174,3.103456577538846e-05,-9.299852897116011,1.5411908906304683,3.673526191142426e-05,3.67360563939334e-05,0.00015626800069813823
33,1,0.000304367739011502,1.0551221370697,2.8638700170846302e-05,1,0.16573835387766822,0.002873617789329659,0.8407318377146248,0.5511321677843214,0.044444444444444446,2.1842951497736428e-05,-9.726526945426055,3.723047349169323,2.854419219325376e-05,2.854419219325376e-05,0.00013280064781774072
34,1,0.000304367739011502,1.1007196903228798,4.03809224054655e-05,4,0.10007473289639274,0.002215715717926711,0.8384367667053895,0.610119094627383,0.03723404255319149,4.1503917636904145e-05,-9.41471177543096,8.254502728861405,3.608539611118066e-05,3.608539611118066e-05,0.00026942536939357807
35,1,0.000304367739011502,1.08477234840393,3.07798133033685e-05,3,0.2761932575549158,0.00270727261932592,0.8717166651894718,0.5483620953724582,0.03063063063063063,2.2582917793162475e-05,-9.665444571062235,3.382059919426186,2.6444185231356864e-05,2.6444185231356864e-05,0.00013753651383311127
36,1,0.000304367739011502,1.0836501121520998,3.24476138310088e-05,5,0.1277420391324617,0.0022327887212232446,0.7737788234208594,0.6421874657649238,0.03963963963963964,3.104424944171577e-05,-9.604435722363554,3.8548358474075224,3.0303792670278744e-05,3.0303792670278744e-05,0.00016235934816119543
37,1,0.000304367739011502,1.08012938499451,3.2788483668524e-05,4,0.17812402497598534,0.0023957167641301767,0.8501782648495403,0.5625883249460375,0.0433996383363472,3.144124293871877e-05,-9.586493576711499,3.246828815231635,3.1566871336969424e-05,3.1566871336969424e-05,0.0001550612841147789
38,1,0.000304367739011502,1.0819900035858199,3.989883025101121e-05,3,0.07825974800919298,0.0015753825762085361,0.6656482728841584,0.771119531073011,0.05956678700361011,5.4478754584236766e-05,-9.45376974801079,13.922145453699844,3.793392737071778e-05,3.793392737071778e-05,0.0003548141635485655
39,1,0.000304367739011502,1.0727264881134,3.50998262493846e-05,3,0.10940529496355438,0.002592381522645536,0.87162364763995,0.5544212923089507,0.023679417122040074,2.8674291885136124e-05,-9.52982735053509,2.3562699169968075,3.250401551093265e-05,3.250401551093265e-05,0.00014716122606586103
40,1,0.000304367739011502,1.11941170692444,4.63260225475198e-05,4,0.19493001781062744,0.0023035925798456586,0.7770301508884521,0.615347754363363,0.03315881326352531,4.2049799152746735e-05,-9.22724759699853,3.641216375833719,4.0631019477950155e-05,4.0631019477950155e-05,0.00022621584071093228
41,1,0.000304367739011502,1.16069746017456,4.0642090195927395e-05,3,0.2136384577223683,0.0031407975105534457,0.8261942608322985,0.543819492228601,0.05378151260504202,3.163659591529681e-05,-9.267080218848161,1.976600261650253,3.8403886154224705e-05,3.8403886154224705e-05,0.00016835093337234374
42,2,0.000131921826431819,1.10935878753662,2.53003990468332e-05,3,0.11625939860292796,0.0020656672886493134,0.700928254964068,0.7222707914704589,0.02464788732394366,2.2596035341433093e-05,-10.053547478244578,11.410345039047693,1.9748984762052262e-05,1.9748984762052262e-05,0.000137944185008699
43,2,0.000131921826431819,1.0923383235931399,2.3835138569355e-05,4,0.08650574737734544,0.0018724114740894296,0.6688398020914968,0.7505294274377499,0.02146690518783542,2.6359334166820398e-05,-9.996627356632649,13.864344913593904,2.105828833556073e-05,2.105828833556073e-05,0.0001687880927224975
44,2,0.000131921826431819,1.1089172363281299,2.36405760991061e-05,3,0.15581441818310215,0.002611672317314091,0.7930026030188628,0.6134321726298579,0.05985915492957746,1.8138493030266242e-05,-10.015758710258556,10.116304451440845,1.9732995714024074e-05,1.9732995714024074e-05,0.00011862680721562246
45,2,0.000131921826431819,1.0974802970886202,2.23186160311625e-05,4,0.22065120221091633,0.0031697231877504273,0.902672890413441,0.47281140988224407,0.042704626334519574,1.4804853048100464e-05,-10.036325418704171,1.7240910502045743,1.9826299584749416e-05,1.9826299584749416e-05,7.352483008532178e-05
46,2,0.000131921826431819,1.07544612884521,2.43281902567126e-05,3,0.19826425655192384,0.0025782042221836315,0.8479670604253075,0.5735163466881812,0.03272727272727273,1.574934136032157e-05,-10.139628027134785,5.444803700680588,1.7893640314914026e-05,1.7893640314914026e-05,9.611581169756349e-05
47,2,0.000131921826431819,1.0889928340911899,2.1215460219439898e-05,3,0.17254952895587292,0.0031416962288705772,0.8864567177915524,0.49429792938149225,0.05017921146953405,1.3288580428625599e-05,-10.137595919726628,2.2984899406568617,1.9457359825236535e-05,1.9457359825236535e-05,6.200630137402199e-05
48,2,0.000131921826431819,1.09332680702209,2.6931746039218602e-05,3,0.26799927597299544,0.0029254276924897634,0.8837232310439533,0.5038211165480182,0.05714285714285714,1.8018741894733817e-05,-9.846688909421193,3.5276447760173104,2.2771107047122403e-05,2.2771107047122403e-05,0.00010514387186241421
49,2,0.000131921826431819,1.0887348651886,2.3115692526867498e-05,2,0.2583322570317749,0.002982365456739952,0.8778366006279614,0.5174957256690549,0.0466786355475763,1.4332421996178384e-05,-10.071026961151544,0.2545303591663042,1.9727706540567232e-05,1.9727706540567232e-05,5.87518542241591e-05
50,2,0.000131921826431819,1.09874820709229,2.61763890180465e-05,3,0.1811358880141514,0.0028451313652003703,0.8086284758354907,0.5491610687774049,0.035523978685612786,1.6996295017904435e-05,-9.909533695745234,2.645023116443334,2.1077705758404245e-05,2.1077705758404245e-05,9.72134677437709e-05
51,2,0.000131921826431819,1.0848178863525402,2.6601482399804603e-05,3,0.25595561565462915,0.0031673082969611802,0.8942887874179591,0.4842848608068666,0.04684684684684685,1.5637505577869825e-05,-9.857567494089093,0.7309316819484692,2.347843849733398e-05,2.347843849733398e-05,8.160438330888287e-05
52,2,0.000131921826431819,1.0975980758666999,2.3574409360244397e-05,1,0.1792305429704735,0.002528748194614435,0.8018682112063157,0.6088413086955422,0.05693950177935943,1.9822034871545058e-05,-10.012392074773858,9.857226160353042,2.1270923220411813e-05,2.1270923220411813e-05,0.00012850173426832162
53,2,0.000131921826431819,1.08057880401611,2.64560548336044e-05,4,0.19609314523445578,0.0026655351723872335,0.8308834908701891,0.560193833891012,0.04701627486437613,1.9861365967584652e-05,-9.85666081147376,1.8843681182203724,2.302738686031062e-05,2.302738686031062e-05,9.271450543799209e-05
54,2,0.000131921826431819,1.08585214614868,2.45629511360615e-05,4,0.23803091039449903,0.0028323553678293316,0.8379624001436697,0.5439706291245648,0.03597122302158273,1.6102714489559093e-05,-9.927453348668527,2.049099521011869,2.0599162624138125e-05,2.0599162624138125e-05,8.315540119806842e-05
55,2,0.000131921826431819,1.08874082565308,3.0307064802608503e-05,5,0.10419417523733498,0.002035034506493641,0.7069117804862851,0.7066922551969872,0.04659498207885305,2.9555653955900185e-05,-9.788098185077535,14.224655417795635,2.4720571581397983e-05,2.4720571581397983e-05,0.00021249247169621664
56,2,0.000131921826431819,1.10151076316833,3.62834323212622e-05,3,0.10803006836801887,0.0018938228756441152,0.8031548199024257,0.66122165196382,0.0425531914893617,3.476913320743045e-05,-9.538169568073274,4.66723663810197,2.9627251092658235e-05,2.9627251092658235e-05,0.00017695942169848117
57,2,0.000131921826431819,1.11388754844666,2.54592908679391e-05,4,0.16573387955044022,0.0030242236517104577,0.8271239696696675,0.53485781745257,0.03508771929824561,1.6914229004828705e-05,-9.864704442650714,1.4256338254691592,2.201294987295748e-05,2.201294987295748e-05,8.910828554351302e-05
58,2,0.000131921826431819,1.1416003704071003,2.0047323214842497e-05,4,0.309524410150431,0.0032078666691979256,0.921239858945519,0.47064198579874256,0.03767123287671233,1.2314568967320687e-05,-10.183430872860036,0.6958660891089239,1.747738436745994e-05,1.747738436745994e-05,5.756384507110537e-05
59,2,0.000131921826431819,1.10016393661499,2.37127886840966e-05,4,0.21362346171277116,0.0030426287199733955,0.8648662521673257,0.510506266958063,0.0425531914893617,1.6054441101564084e-05,-9.973515601227389,0.9710012189994321,2.175658293830436e-05,2.175658293830436e-05,7.535370249164674e-05
60,2,0.000131921826431819,1.08715152740479,2.4744381051635997e-05,5,0.311572211103727,0.003063185356526699,0.91068413420224,0.4857461788842787,0.02877697841726619,1.4874127043420768e-05,-9.983274044713593,0.1842463388027995,2.175461423826915e-05,2.175461423826915e-05,6.716447832353425e-05
61,2,0.000131921826431819,1.0947117805481,2.7832336237175605e-05,2,0.23292244112879634,0.003135034959140876,0.9024580736913056,0.4756024919702724,0.035650623885918005,1.8200369800962772e-05,-9.758334935329493,0.8558525786446372,2.5148540259474866e-05,2.5148540259474866e-05,8.58295215288839e-05
62,2,0.000131921826431819,1.0803616046905502,2.93986370294672e-05,2,0.14489048029087293,0.0025719901458692474,0.83244775893928,0.5804070366523906,0.05786618444846293,2.447887849735298e-05,-9.707195202477722,13.747655296452539,2.6000936900020983e-05,2.6000936900020983e-05,0.0001677348838332236
63,2,0.000131921826431819,1.09624099731445,2.8599500765880394e-05,3,0.22898454856915534,0.0029853268749990437,0.8631867728563095,0.5098865288113765,0.035650623885918005,1.9495601063873758e-05,-9.690976898775634,2.745034546483833,2.564669627872218e-05,2.564669627872218e-05,0.00011269379251647015
64,2,0.000131921826431819,1.12563490867615,4.0128346254867896e-05,3,0.20105336919743347,0.0017538484019757117,0.6813843585101116,0.723563065061912,0.03466204506065858,4.3150806301985254e-05,-9.609311597160941,9.360831538651402,3.15895359762231e-05,3.15895359762231e-05,0.00024486929083428037
65,2,0.000131921826431819,1.0990810394287098,2.9845950362755397e-05,5,0.3202476258420783,0.0024678392203411974,0.8392222411268447,0.5671455596610808,0.021352313167259787,2.3375509246071157e-05,-9.776624987075227,1.241036769602868,2.5209696261358998e-05,2.5209696261358998e-05,0.00011327364636681102
66,2,0.000131921826431819,1.2091586589813201,2.45930546494169e-05,4,0.256860880298882,0.003262259971184925,0.9004657954637456,0.4894309767716029,0.051696284329563816,1.5495523305178944e-05,-10.033713382408681,1.7243135806411916,2.0903333623787677e-05,2.0903333623787677e-05,8.015213781641772e-05
67,2,0.000131921826431819,1.16171002388,2.8037840499023102e-05,2,0.19017055500366578,0.0025980867948047276,0.8451370873663983,0.5802758731413797,0.013445378151260505,1.895671890662306e-05,-9.89688439302779,2.7283166612940484,1.9959092939228636e-05,1.9959166396576537e-05,9.996548367086266e-05
68,2,0.000131921826431819,1.1480076313018799,2.819820706087e-05,6,0.15002117023869987,0.0022697507982805012,0.7710174872339041,0.6558214979519987,0.05102040816326531,2.4894380246116867e-05,-9.812102695355636,8.548726491333047,2.32943621223698e-05,2.32943621223698e-05,0.00015567714418179824
69,2,0.000131921826431819,1.13672733306885,2.72919174950713e-05,5,0.1488145669180435,0.0022912058561862397,0.8105377879114504,0.6329286352797495,0.041237113402061855,2.4682822851026532e-05,-9.827314331530744,9.979002858988212,2.2472199386032022e-05,2.2472199386032022e-05,0.00016436857126147475
70,2,0.000131921826431819,1.1447148323059098,2.56463723816677e-05,2,0.22332675180903389,0.0028505091246125297,0.9179468967516896,0.5044735025078921,0.034129692832764506,1.7823973246755748e-05,-9.92017139832726,2.671296829013035,2.119290594164901e-05,2.119290594164901e-05,9.180095841647328e-05
71,2,0.000131921826431819,1.13451552391052,3.6733981272611997e-05,3,0.129677944445533,0.0018393900109133776,0.6996292198651656,0.7359373679508215,0.0378657487091222,3.730399267073072e-05,-9.55502828744709,14.019915777488965,2.824322519936003e-05,2.8243865565764683e-05,0.0002586300943462409
72,2,0.000131921826431819,1.13909292221069,2.55306698019023e-05,4,0.21289984514700488,0.0027939949873067686,0.8306637291074844,0.5532928346091457,0.03773584905660377,1.6800601794161414e-05,-9.99657737053897,3.0812010471718567,1.9282779214974543e-05,1.9282779214974543e-05,8.833884911970964e-05
73,2,0.000131921826431819,1.1394662857055702,2.1016766154858398e-05,3,0.28322244805019936,0.003293580340143897,0.9363108987609405,0.45598023828398904,0.04794520547945205,1.1924075114032806e-05,-10.173520486315395,0.5314483340119436,1.7791089837333352e-05,1.7791089837333352e-05,5.837222146737321e-05
74,2,0.000131921826431819,1.0991435050964398,2.73827710770962e-05,4,0.13759898737080523,0.002470964047109921,0.7771254842945939,0.6051124442871805,0.046263345195729534,2.1453806592084532e-05,-9.83969098603207,3.5178088438578143,2.283056870282357e-05,2.283056870282357e-05,0.00011639688403862696
75,2,0.000131921826431819,1.11129331588745,3.44776094828292e-05,4,0.08154741544038549,0.0014610017621403846,0.6028226606469338,0.8236133007214936,0.03163444639718805,4.491471579245483e-05,-9.744795880239511,19.564539567659143,2.8065558560961484e-05,2.8065558560961484e-05,0.0003033663032669909
76,2,0.000131921826431819,1.12726259231567,3.66218364388738e-05,3,0.09429305444366817,0.0015317961477705725,0.5846246715355742,0.8146788784878916,0.03460207612456748,4.579896946912769e-05,-9.62474436141167,16.475490532233966,3.022456961791974e-05,3.022456961791974e-05,0.00029743367470205854
77,2,0.000131921826431819,1.1139521598815902,2.3323701460309e-05,2,0.22270211167498188,0.002802216630116458,0.8581776632114207,0.5374990729291123,0.042105263157894736,1.525591687993405e-05,-10.106292615500685,1.096566792990041,1.9091790629021434e-05,1.9091790629021434e-05,6.565267109696318e-05
78,2,0.000131921826431819,1.1258223056793202,2.94532333360875e-05,3,0.29709094247064144,0.002501830064343418,0.8293238055889522,0.578691317293075,0.020833333333333332,2.205903417368003e-05,-9.84247237165452,2.948717735473691,2.3436753552879418e-05,2.3436753552879418e-05,0.00011679296019675563
79,2,0.000131921826431819,1.12988424301147,3.59375584405604e-05,4,0.153025662586315,0.0020302087972318373,0.7491314422048612,0.6904974220771101,0.05181347150259067,3.734134897448212e-05,-9.582635735270642,12.886603043920344,2.9559375511691924e-05,2.9559375511691924e-05,0.0002646974054951881
80,2,0.000131921826431819,1.11953258514404,2.5597548873019398e-05,4,0.2708489709365576,0.0028462589662069447,0.8911413376176438,0.5099469888477224,0.041884816753926704,1.6906778925324167e-05,-9.991582516817221,1.4982370113002128,2.0670556900120162e-05,2.0670556900120162e-05,7.936206209303951e-05
81,2,0.000131921826431819,1.13650822639465,3.16160693334924e-05,4,0.10876719900393522,0.0015711761240889052,0.6672689628776074,0.7556434399659411,0.020618556701030927,3.656756880866449e-05,-9.823120079689975,11.868008775549788,2.5346510206202676e-05,2.5346510206202676e-05,0.00022600082278032187
82,2,0.000131921826431819,1.14204597473145,2.92888244380159e-05,5,0.10259159260593714,0.0019189604350842151,0.7391965532851408,0.7124411221614904,0.037606837606837605,2.9587183573882776e-05,-9.82731520363372,13.482709187272068,2.248812585569189e-05,2.2517517730943683e-05,0.00021084323074429813
83,3,0.000156795404781956,1.19912981987,1.15442313234275e-05,4,0.13363813200146477,0.002943976940743064,0.8985636738621222,0.4968311823291351,0.02280130293159609,8.130701562663693e-06,-10.875028185834687,2.464545899369604,1.0033471065478614e-05,1.0033471065478614e-05,3.942267247111872e-05
84,3,0.000156795404781956,1.21453785896301,1.0220011432441301e-05,3,0.15036188569737988,0.003290807370316918,0.9490333314259434,0.4456295603971398,0.028938906752411574,6.821954845417113e-06,-10.94381946955449,1.788442512449234,9.505142755651694e-06,9.505142755651694e-06,3.533973337711688e-05
85,3,0.000156795404781956,1.23265099525452,9.641258955420329e-06,4,0.309434030592739,0.003426922669460538,0.9356069547514979,0.43493040790691606,0.028526148969889066,5.511629452669065e-06,-11.069362695776508,2.4672196150686263,8.065372940580976e-06,8.065372940580976e-06,2.798346116554883e-05
86,3,0.000156795404781956,1.2110300064086899,1.0586195960125098e-05,3,0.15126176735961674,0.0030739175706282844,0.9289079779470041,0.4857491597609642,0.024193548387096774,7.764253214275735e-06,-10.868342404739245,8.172981705507794,9.518440029227425e-06,9.518440029227425e-06,5.3267850304251784e-05
87,3,0.000156795404781956,1.19440031051636,1.10828315022385e-05,3,0.08344889048182244,0.0032022833450978064,0.906742716627973,0.4884065464690552,0.04746317512274959,7.104302400595914e-06,-10.854651241092911,3.4587543420839504,9.761407919522396e-06,9.761407919522396e-06,3.612407964756128e-05
88,3,0.000156795404781956,1.16931653022766,1.1568836746365499e-05,4,0.1594915769970623,0.0030910250502532164,0.9533199156158494,0.45929208083848455,0.04006677796327212,7.255586694444298e-06,-10.823718795543156,1.155890524745116,9.659766866227858e-06,9.659766866227858e-06,3.22304439972785e-05
89,3,0.000156795404781956,1.2221853733062702,1.11153014315946e-05,5,0.12353066976543094,0.002888981504049635,0.8963019309195712,0.5169308626799333,0.038338658146964855,7.925396716879338e-06,-10.870907066186936,3.223126355053748,9.462356025804448e-06,9.462356025804448e-06,3.9228498367253706e-05
90,3,0.000156795404781956,1.23854207992554,1.12824719954285e-05,4,0.1651931763692847,0.0035504596746797038,0.8907379670072831,0.45123898225438047,0.050473186119873815,6.952284246904265e-06,-10.792940845963567,2.138270426446211,1.0296514234976137e-05,1.0296514234976137e-05,3.326844312960556e-05
91,3,0.000156795404781956,1.22108888626099,1.08525163115935e-05,6,0.12575084070562143,0.002962750264752594,0.9133806166479732,0.5028433171303093,0.032,7.849539553291345e-06,-10.883636639048413,4.300784272764279,9.392979951610334e-06,9.392979951610334e-06,4.5127758595668206e-05
92,3,0.000156795404781956,1.2007143497466999,8.507651206471961e-06,3,0.1377218477467893,0.0033143995615817793,0.9181215703725837,0.46157618585095334,0.04552845528455285,5.404942710539282e-06,-11.197239278520266,2.56111225292224,7.783157869307148e-06,7.783157869307148e-06,2.46510545159359e-05
93,3,0.000156795404781956,1.1941118240356399,1.5127418684894501e-05,5,0.15281344986494486,0.0025351786782796485,0.8814623913866649,0.5443294517500641,0.03600654664484452,1.2677551006583021e-05,-10.396547702500394,7.899630795803343,1.2675038363789543e-05,1.2675038363789543e-05,8.454562579998214e-05
94,3,0.000156795404781956,1.19847726821899,1.16670598048711e-05,4,0.36051641447987215,0.0032190811183069657,0.9129748853452249,0.46259809822563974,0.029315960912052116,7.493619533288929e-06,-10.741908817747333,2.2450250084446246,1.0424705938564472e-05,1.0424705938564472e-05,3.948565788146111e-05
95,3,0.000156795404781956,1.22453761100769,1.1102049436305999e-05,5,0.10336085844543769,0.002806997484320274,0.8577766828157724,0.5553730603590548,0.03508771929824561,7.666583664410493e-06,-10.950652786882708,8.296768248413606,8.528034847909615e-06,8.528034847909615e-06,4.9535313711880704e-05
